QKEY,DEVICE_TYPE_W49,LANG_W49,FORM_W49,SOCMEDIAUSEa_W49,SOCMEDIAUSEb_W49,SOCMEDIAUSEc_W49,SOCMEDIAUSEd_W49,SNSUSER_W49,ELECTFTGSNSINT_W49,TALKDISASNSINT_W49,TALKCMNSNSINT_W49,SECUR1_W49,PRIVACYNEWS1_W49,HOMEASSIST1_W49,HOMEASSIST2_W49,HOMEASSIST3_W49,HOMEASSIST4_W49,HOMEASSIST5a_W49,HOMEASSIST5b_W49,HOMEIOT_W49,FITTRACK_W49,LOYALTY_W49,DNATEST_W49,TRACKCNT_W49,TRACKCO1a_W49,TRACKCO1b_W49,CONCERNCO_W49,BENEFITCO_W49,CONTROLCO_W49,UNDERSTANDCO_W49,POSNEGCO_W49,ANONYMOUS1CO_W49,TRACKGOV1a_W49,TRACKGOV1b_W49,CONCERNGOV_W49,BENEFITGOV_W49,CONTROLGOV_W49,UNDERSTANDGOV_W49,POSNEGGOV_W49,ANONYMOUS1GOV_W49,CONCERNGRPa_W49,CONCERNGRPb_W49,CONCERNGRPc_W49,CONCERNGRPd_W49,CONCERNGRPe_W49,CONCERNGRPf_W49,CONTROLGRPa_W49,CONTROLGRPb_W49,CONTROLGRPc_W49,CONTROLGRPd_W49,CONTROLGRPe_W49,CONTROLGRPf_W49,PP1_W49,PP2_W49,PP3_W49,PP4_W49,PP5a_W49,PP5b_W49,PP5c_W49,PP5d_W49,PP5e_W49,PP6a_W49,PP6b_W49,PP6c_W49,PRIVACYREG_W49,GOVREGV1_W49,GOVREGV2_W49,SHARE1_W49,KNOW1_W49,KNOW2_W49,KNOW3_W49,KNOW4_W49,KNOW5_W49,KNOW6_W49,KNOW7_W49,KNOW8_W49,KNOW9_W49,KNOW10_W49,TOTALKNOW_W49,PWMAN_W49,PWMAN2_W49,SMARTPHONE_W49,SMARTAPP_W49,PUBLICDATA_W49,RTBFa_W49,RTBFb_W49,RTBFc_W49,RTBFd_W49,RTDa_W49,RTDb_W49,RTDc_W49,RTDd_W49,PROFILE1_W49,PROFILE2_W49,PROFILE3_W49,PROFILE4_W49,PROFILE5_W49,DATAUSEa_W49,DATAUSEb_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49,DATAUSEf_W49,FACE1_W49,FACE2a_W49,FACE2b_W49,FACE2c_W49,FACE3a_W49,FACE3b_W49,FACE3c_W49,FACE4a_W49,FACE4b_W49,FACE4c_W49,FACE4d_W49,DB1a_W49,DB1b_W49,DB1c_W49,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,WEIGHT_W49
201801141779,3,9,2,1,2,1,1,1,3, ,2,2,1,2, , , , , ,2,1,1,2,2, , , , , , , , ,2,3,1,4,4,4,2,2, , , ,1,2,1, , , ,2,2,2,1,3,2,3,4,4,4,4,4,4,4,4,3, ,1,1,4,2,3,1,5,1,1,3,1,1,8,2,8,1,3,2, , , , ,1,1,1,1,2,1,1,2,3, , , ,2,2,2,2,2,2,2,4,4,2, , ,2,3,2,2,2,1,2,3,1,3,2,2,1,1,1,1,1,1,2,5,3,1,1,8,1,1,3,1,1,.3417703692
201801141818,1,9,1,1,1,2,1,1,3,2, ,3,2,2, , , , , ,2,1,1,1,3,2,2,2,3,2,2,1,1, , , , , , , , ,3,2,3, , , ,2,3,3, , , ,3,4, , ,2,3,2,3,4,2,2,2,3,1, ,2,4,2,1,5,5,4,1,5,1,5,6,2,5,1,1,2,2,1,2,1, , , , ,2,3,2,2,2,1,1,1, , , ,2,2,2,2,4,3,2,1,2, , ,2,2,2,1,2,4,2,1,6,2,1,1,1,1,1,7, ,5,3,2,2,9,1,1,5,1,2,1.2095918314
201801141833,1,9,1,1,1,2,1,1,3,2, ,3,3,1,3,2,3,1, ,2,2,1,2,2,2,2,2,3,3,3,2,2, , , , , , , , ,2,2,2, , , ,2,2,2, , , ,1,3,3,3,3,3,3,3,2,2,3,3,3,1, ,1,4,2,5,5,5,5,5,99,6,5,3,2,3,1,3,2,2,1,2,1, , , , ,2,2,1,1,2,3,3,1, , , ,2,2,3,3,3,2,2,3,1, , ,2,2,2,1,2,2,2,1,5,2,1,1,1,1,6,12, ,6,3,2,2,5,2,1,4,1,2,.3528005054
201801141990,1,9,1,1,2,2,2,1,2,2, ,2,4,2, , , , , ,2,2,1,2,1,2,3,1,3,3,3,2,2, , , , , , , , ,3,2,3, , , ,3,3,2, , , ,3,3,3,3,3,4,4,3,3,3,2,2,3,1, ,1,4,5,1,1,5,5,5,5,4,5,4,2,1,1,3,1,2,2,1,1, , , , ,3, , , , ,3,3,1, , , ,2,2,2,2,3,2,1,1,2, , ,2,2,2,1,2,2,2,2,4,2,1,1,1,1,1,1,2,6,99,99,9,6,2,3,99,1,2,1.7339159537
201801142007,1,9,2,1,2,2,1,1,2, ,2,2,3,2, , , , , ,1,2,1,1,3, , , , , , , , ,1,2,2,4,1,2,2,1, , , ,2,3,1, , , ,2,2,2,2,4, , ,4,4,4,3,3,1,4,2,3, ,1,1,4,2,1,1,5,3,1,4,1,1,9,1, ,1,1,2, , , , ,2,1,1,1,1,4,1,2,2, , , ,1,2,3,1,2,2,1,3,2,2, , ,1,1,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,10, ,6,3,1,1,2,3,1,2,1,2,1.2868785925
201801142030,3,9,2,1,1,1,1,1,3, ,1,2,4,1,2,2,3, ,2,1,1,1,2,4, , , , , , , , ,1,1,2,2,1,4,2,2, , , ,2,3,2, , , ,2,1,3,3,4, , ,2,3,3,2,2,3,3,2,4, ,1,2,5,5,4,5,7,5,5,4,6,1,1,1, ,1,3,1, , , , ,2,1,2,1,3, , , , , , , ,1,1,3,2,2,2,1,3,2,2, , ,3,1,2,2,2,2,2,1,2,2,3,1,1,3,1,1,1,1,1,2,1, ,1,6,2,2,2,1,2,3.0119007953
201801142113,1,9,1,1,2,1,2,1,2,2, ,2,2,2, , , , , ,2,2,1,2,1,2,3,1,3,3,3,2,2, , , , , , , , ,2,2, , , , ,2,3,3, , , ,2,3,3,2,2,2,3,2,2,3,3,3,3,1, ,2,4,5,2,5,7,5,2,5,6,5,1,2,1,1,1,1,2,2,2,1, , , , ,2,3,4, , ,2,2,1, , , ,2,1,2,2,3,2,1,1,2, , ,2,2,2,1,4,3,2,3,2,2,1,1,1,1,1,1,1,5,1, ,1,3,3,1,2,1,2,.8047213335
201801142163,1,9,2,1,2,2,2,1,3, ,99,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,4,4,3,4,3,3,99,2, , , ,2,3,2, , , ,2,2,2,1,3,3,2,2,2,2,2,3,4,4,4,2, ,1,2,5,2,2,1,5,3,1,4,5,5,5,2,1,1,1,2, , , , ,2,1,1,1,2,2,1,2,2, , , ,2,2,2,2,1,3,2,2,2,2, , ,2,3,2,2,2,1,4,3,2,3,2,2,1,1,1,1,1,1,2,6,99,99,9,3,3,3,99,1,2,1.1292558215
201801142213,1,9,1,2,2,2,2,0, , , ,2,2,1,2,3,4,2, ,2,2,1,2,2,2,2,2,3,4,4,2,2, , , , , , , , ,3,1,3, , , , ,3,3, , , ,2,4, , ,4,4,4,4,4,4,4,4,4,1, ,2,5,2,1,5,5,5,5,3,3,5,4,2,3,1,1,2,1,1,1,1, , , , ,2,2,2,3,2,1,3,1, , , ,2,2,2,2,3,3,2,1,3, , ,2,2,2,1,4,2,1,3,2,2,1,1,1,1,1,1,1,3,1, ,1,8,1,1,2,1,1,.69211212
201801142224,1,9,1,1,1,2,2,1,1,2, ,2,3,2, , , , , ,2,2,2,2,0,2,3,2,4,4,3,2,1, , , , , , , , ,2,1,2, , , ,3,3,3, , , ,2,4, , ,2,4,4,3,3,1,3,3,3,1, ,1,4,2,1,5,5,2,1,4,6,5,5,1, ,1,1,2,1,1,2,1, , , , ,3, , , , ,2,3,2, , , ,2,1,3,3,4,3,1,1,1, , ,2,2,2,1,4,1,1,3,2,2,1,1,1,1,6,12, ,5,2, ,2,4,2,2,4,1,2,1.4416057605
201801142230,3,9,1,1,2,2,2,1,3,2, ,2,1,2, , , , , ,2,2,1,2,1,1,3,1,2,3,3,2,2, , , , , , , , ,2,2,2, , , ,3,3,2, , , ,2,3,3,2,3,3,3,3,3,4,4,4,3,1, ,1,4,5,1,1,5,2,1,4,5,5,5,2,6,2, ,2,2,1,1,1, , , , ,1,2,1,3,2,3,1,1, , , ,1,2,2,2,4,4,3,1,2, , ,2,2,2,1,4,3,2,2,3,2,1,1,1,1,3,1,1,2,1, ,1,6,2,3,2,1,2,1.7207617749
201801142263,1,9,1,1,1,2,2,1,2,2, ,2,2,2, , , , , ,2,2,1,2,1,1,3,2,2,2,2,1,1, , , , , , , , ,3,2,3, , , ,2,2,2, , , ,3,4, , ,2,3,3,3,3,2,2,2,2,1, ,2,4,2,1,1,5,3,1,4,1,1,9,2,2,1,1,2,1,1,2,1, , , , ,2,2,1,2,2,2,1,3, , , ,2,2,1,2,3,3,2,3,1, , ,2,2,2,2,4,2,1,1,6,2,1,1,1,1,1,2,2,2,2, ,2,8,1,1,4,1,2,.8058551658
201801142271,3,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,3,2,99,3,3,2,1, , , ,1,1, , , , ,2,1,1,3,3,2,2,4,3,4,99,3,4,4,4,2, ,2,1,4,5,1,99,1,1,5,99,2,99,2,2,6,1,3,2, , , , ,2,2,1,1,3, , , , , , , ,2,2,1,2,2,3,3,4,4,4, , ,2,2,2,2,2,2,4,2,2,2,4,2,1,1,1,1,1,1,1,2,1, ,1,8,1,1,1,1,1,1.8300009124
201801142289,1,9,1,1,2,2,2,1,2,2, ,2,3,2, , , , , ,1,2,1,2,2,1,4,2,3,4,3,2,1, , , , , , , , ,3,2,3, , , ,2,3,2, , , ,1,4, , ,2,4,4,3,4,2,2,2,3,1, ,1,4,2,1,1,5,3,1,3,5,5,8,1, ,1,1,2,2,2,1,1, , , , ,1,2,1,3,2,1,1,3, , , ,2,2,1,2,3,2,2,1,1, , ,2,2,2,2,4,2,1,1,6,2,1,1,1,1,1,1,2,6,1, ,1,9,1,1,3,1,2,.9500084876
201801142379,1,9,2,1,2,2,1,1,2, ,1,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,1,5,2,3,3,3,2,1, , , ,1,3,1, , , ,2,3,2,2,4, , ,4,3,4,4,4,3,4,4,4, ,1,1,4,2,1,5,5,3,1,4,2,5,6,1, ,1,3,2, , , , ,1,1,1,1,1,1,1,4,2, , , ,2,2,2,2,3,2,2,4,4,3, , ,2,2,2,2,2,1,4,1,2,1,6,1,1,3,2,1,6,10, ,6,2, ,2,4,2,1,3,1,1,.1491564579
201801142415,1,9,1,1,1,2,2,1,2,2, ,3,2,2, , , , , ,2,1,2,2,1,2,5,1,3,2,2,2,1, , , , , , , , ,2,1, , , , ,3,3,3, , , ,4,3,2,2,2,3,4,3,3,3,3,3,3,1, ,2,4,5,1,4,5,5,1,5,5,5,4,2,3,1,3,2,1,1,1,1, , , , ,2,5,1,2,2,2,1,2, , , ,2,2,2,3,3,3,2,1,2, , ,2,2,2,1,4,3,2,1,5,2,1,1,1,1,6,1,1,5,1, ,1,1,3,1,2,1,2,.3785731935
201801142528,1,9,2,1,1,2,2,1,2, ,2,2,2,2, , , , , ,2,2,99,1,1, , , , , , , , ,1,2,2,3,3,3,2,2, , , ,2,2,2, , , ,1,2,1,2,4, , ,3,3,4,3,4,3,3,2,3, ,1,2,5,2,1,5,7,5,5,5,1,5,3,2,5,1,2,2, , , , ,1,1,1,1,3, , , , , , , ,2,2,1,2,2,2,2,3,3,1, , ,3,3,2,2,2,1,2,4,2,1,5,2,1,1,1,1,1,1,99,4,1, ,1,9,1,1,2,1,1,1.4182446283
201801142545,1,9,2,2,2,1,1,1,1, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,3,2,4,4,4,2,2, , , ,1,2,2, , , ,1,1,2,2,4, , ,3,3,3,3,4,3,2,2,2, ,1,2,4,2,1,1,5,2,1,3,5,5,7,2,7,1,3,2, , , , ,2,1,1,1,1,2,1,2,3, , , ,3,1,2,2,2,2,3,4,4,3, , ,2,2,2,2,2,1,2,2,2,2,3,2,1,1,1,1,1,12, ,6,2, ,2,7,1,1,4,1,2,.9401222756
201801142587,3,9,1,2,2,2,2,0, , , ,2,3,1,2,2,1,1, ,1,1,1,1,5,2,3,2,3,2,3,2,2, , , , , , , , ,3,1, , , , , ,2,2, , , ,2,3,2,3,2,2,3,3,2,1,3,3,3,1, ,1,4,5,1,1,5,5,1,1,1,5,6,2,6,1,3,2,2,1,1,1, , , , ,2,3,2,3,2,2,1,1, , , ,1,2,2,2,4,3,2,1,2, , ,1,2,2,1,2,3,2,1,5,2,1,1,1,1,1,10, ,6,2, ,2,8,1,1,3,1,2,.5763433678
201801142679,3,9,1,1,2,1,1,1,2,2, ,3,2,2, , , , , ,2,2,1,2,1,1,3,2,3,3,2,2,2, , , , , , , , ,3,1,2, , , ,2,3,3, , , ,1,4, , ,3,4,3,3,3,2,3,3,2,1, ,1,4,2,1,1,1,3,1,3,1,5,8,2,6,1,1,2,1,1,2,1, , , , ,1,2,1,1,3,2,1,3, , , ,2,2,2,2,4,3,2,2,2, , ,2,2,2,1,2,2,2,1,5,2,1,1,1,1,2,10, ,6,3,2,2,6,2,1,5,1,2,.9439285328
201801142704,3,9,1,1,1,1,1,1,1,1, ,2,2,2, , , , , ,1,1,1,2,3,2,2,2,3,4,4,2,2, , , , , , , , ,1,2,3, , , ,2,2,3, , , ,4,4, , ,4,4,4,4,4,1,1,1,1,1, ,1,5,5,5,5,5,3,1,1,1,1,5,1, ,1,1,1,2,2,2,1, , , , ,1,1,2,2,2,1,1,2, , , ,2,3,2,4,3,4,4,3,3, , ,1,2,1,1,2,1,2,3,2,2,3,4,4,1,6,2,2,2,3,2,2,8,1,3,3,1,1,1.1549325829
201801142739,1,9,2,1,2,2,2,1,2, ,2,2,1,2, , , , , ,2,1,1,1,3, , , , , , , , ,5,5,2,2,4,4,1,2, , , ,2,3,2, , , ,2,2,2,2,4, , ,3,2,3,3,3,2,4,2,2, ,1,2,5,2,1,5,7,5,5,5,6,5,2,2,8,1,2,2, , , , ,2,1,1,1,2,3,1,4,2, , , ,2,2,3,2,2,2,2,3,3,1, , ,2,3,2,2,2,1,2,3,2,1,6,2,1,1,1,1,1,2,2,5,2, ,2,7,1,1,3,1,2,.5274907247
201801142786,3,9,1,1,1,1,1,1,2,2, ,3,3,2, , , , , ,2,2,2,2,0,4,4,2,2,2,2,1,2, , , , , , , , ,2,2, , , , ,2,2,2, , , ,2,2,2,3,2,2,2,2,2,2,2,2,3,2, ,2,4,1,2,3,1,3,4,2,4,5,2,2,3,1,3,1,2,2,2,2, , , , ,2,4,2,2,2,3,3,3, , , ,2,3,3,3,3,3,3,3,3, , ,2,2,2,1,2,1,2,1,5,2,1,1,1,1,6,2,2,4,2, ,2,9,1,1,4,1,2,.8544475498
201801142831,2,9,1,2,2,2,2,0, , , ,3,3,2, , , , , ,2,2,1,1,2,2,4,3,2,3,2,1,2, , , , , , , , ,3,3, , , , , ,3,2, , , ,3,4, , ,1,3,4,2,3,2,2,2,2,3, ,2,4,2,1,1,5,5,5,5,4,5,5,2,6,1,2,2,2,2,1,1, , , , ,1,2,2,2,2,1,1,1, , , ,2,1,2,1,2,2,2,1,1, , ,2,2,2,1,2,4,1,1,5,2,1,1,1,1,1,1,2,6,3,1,1,8,1,1,2,1,2,.6584666158
201801142948,1,9,2,1,1,2,2,1,2, ,2,2,1,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,4,3,2,3,3,1,2, , , ,3,3,3, , , ,2,2,2,3,4, , ,3,4,4,4,4,4,4,4,4, ,2,2,1,5,2,5,5,5,5,4,5,5,1,2,3,1,4,2, , , , ,2,2,2,2,3, , , , , , , ,2,2,2,2,1,1,1,2,2,2, , ,3,3,2,2,2,1,2,1,2,1,5,2,3,4,4,1,6,12, ,4,3,2,2,8,1,1,3,0,1,.7750005455
201801142998,1,9,2,1,2,2,99,1,2, ,2,2,1,1,2,2,2, ,2,2,2,2,2,1, , , , , , , , ,2,4,3,3,3,4,2,1, , , ,1,2,1, , , ,2,1,2,1,3,3,4,3,3,3,3,3,3,3,3,4, ,1,2,5,2,5,5,7,4,5,5,5,5,1,1, ,1,1,2, , , , ,2,1,2,2,3, , , , , , , ,1,3,3,3, , , , , , , , , , ,2,2,2,1,2,2,2,1,5,2,3,4,1,1,1,8, ,4,2, ,2,4,2,1,3,0,1,.3944673325
201801143036,1,9,1,1,1,1,2,1,3,2, ,2,3,2, , , , , ,2,1,2,2,1,1,1,3,3,4,3,2,2, , , , , , , , ,3,3,3, , , ,3,3,3, , , ,1,3,2,1,4,1,2,1,3,2,2,2,3,2, ,1,4,2,1,1,1,3,1,3,2,5,7,2,3,1,1,2,2,2,2,1, , , , ,2,3,1,2,3,1,1,1, , , ,2,3,3,3,3,4,1,1,1, , ,1,2,2,1,2,2,2,3,2,1,4,3,1,1,1,2,2,4,1, ,1,8,1,1,1,1,2,.8417474215
201801143041,3,9,2,2,2,2,2,0, , , ,2,3,2, , , , , ,1,2,1,2,2, , , , , , , , ,1,2,3,4,4,3,2,2, , , ,1,1, , , , ,3,3,3,4,3,3,2,3,3,4,3,3,3,4,2,3, ,1,1,1,1,1,4,5,1,1,4,5,1,4,2,5,2, ,2, , , , ,2,1,2,2,1,2,1,2,3, , , ,2,2,2,2,2,1,2,4,3,2, , ,2,2,2,2,2,1,2,3,1,3,2,2,1,1,1,1,1,2,2,6,1, ,1,5,2,3,3,1,2,1.9628479813
201801143061,1,9,2,1,1,1,1,1,2, ,99,2,1,2, , , , , ,2,1,2,1,2, , , , , , , , ,2,3,2,3,3,3,2,1, , , ,2,3,1, , , ,2,3,3,1,3,3,3,4,4,4,4,4,4,4,4,4, ,1,2,4,2,3,4,1,1,1,5,5,1,4,2,8,1,1,2, , , , ,1,1,1,1,3, , , , , , , ,3,3,3,2,4,4,4,4,4,4, , ,2,2,2,2,2,1,2,4,2,1,5,2,1,1,1,1,6,5, ,5,3,1,1,5,2,1,3,1,2,.4954382298
201801143113,3,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,5,5,3,2,3,2,1,1, , , ,2,3, , , , ,2,4,2,3,4, , ,2,3,4,2,3,2,2,3,3, ,2,1,4,5,1,1,5,1,1,5,5,5,5,2,9,2, ,2, , , , ,2,1,1,1,2,3,2,3,3, , , ,1,2,3,1,2,2,3,4,4,2, , ,2,3,2,3,2,1,2,4,2,1,5,2,1,1,1,1,1,9, ,6,2, ,2,6,2,1,4,0,2,.9159779183
201801143128,1,9,2,1,1,2,1,1,2, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,1,2,4,4,3,2,2, , , ,2,3,2, , , ,2,3,2,1,3,3,3,3,3,2,2,3,2,3,4,2, ,2,1,4,2,1,1,5,5,1,5,5,5,6,2,6,1,2,2, , , , ,2,1,1,1,2,2,1,2,2, , , ,1,1,2,3, , , , , , , , , , ,1,2,2,1,2,3,2,1,5,2,1,1,1,1,1,12, ,5,2, ,2,3,3,1,4,1,2,.7912360871
201801143130,1,9,1,1,1,2,2,1,2,2, ,2,2,2, , , , , ,2,2,2,1,1,3,3,2,3,3,3,2,1, , , , , , , , ,2,1,2, , , ,3,3,3, , , ,3,3,2,3,3,3,4,4,3,3,4,3,3,1, ,1,5,5,5,5,5,5,5,5,5,5,1,2,6,1,3,1,2,2,1,1, , , , ,3, , , , ,1,3,3, , , ,2,2,2,2,3,3,2,3,3, , ,2,1,2,1,2,3,2,3,2,2,1,1,1,1,1,1,1,5,1, ,1,5,2,1,2,1,1,.3507048771
201801143242,1,9,1,1,2,2,2,1,3,2, ,2,3,2, , , , , ,2,2,1,2,1,2,4,1,3,1,2,2,2, , , , , , , , ,3,3, , , , ,1,1,1, , , ,1,3,2,4,3,1,4,3,2,1,4,2,2,1, ,1,2,5,2,1,4,1,5,3,5,5,2,2,3,1,2,2,1,1,1,1, , , , ,2,2,1,3,3,1,1,1, , , ,1,1,1,1,3,3,1,1,3, , ,1,1,2,1,2,3,1,3,2,2,1,1,1,1,6,1,1,2,4,1,1,1,3,1,1,0,1,.5940936972
201801143311,1,9,1,1,2,2,1,1,3,2, ,2,2,2, , , , , ,2,2,1,1,2,1,3,2,3,3,3,2,2, , , , , , , , ,1,1,3, , , ,3,3,2, , , ,2,4, , ,3,3,4,3,3,2,2,2,3,1, ,2,4,2,5,1,5,2,1,3,1,5,7,2,2,1,1,2,1,1,1,1, , , , ,1,2,2,2,3,2,1,2, , , ,1,1,1,1,4,4,4,2,2, , ,2,2,2,1,2,1,1,2,3,2,1,1,1,1,6,10, ,5,3,1,1,5,2,1,2,1,1,2.9420424761
201801143331,1,9,2,1,1,1,1,1,2, ,2,2,4,1,4,3,2, ,1,1,2,2,2,2, , , , , , , , ,1,3,3,2,4,4,1,2, , , ,2,2,2, , , ,2,3,2,3,4, , ,3,3,3,3,3,2,2,2,3, ,1,2,4,2,1,1,5,3,1,3,1,1,10,1, ,1,1,2, , , , ,2,2,2,2,1,2,2,2,2, , , ,1,1,1,1,1,1,1,2,2,1, , ,1,1,2,2,2,1,2,1,1,3,2,2,1,1,1,1,6,1,1,2,1, ,1,7,1,3,2,1,2,4.1370056569
201801143391,3,9,2,1,2,2,1,1,2, ,1,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,1,1,3,4,2,2,2, , , ,3,2,1, , , ,2,3,2,2,2,1,2,3,3,3,3,3,3,4,4,2, ,1,1,4,2,5,4,5,5,1,5,6,5,4,2,8,2, ,2, , , , ,2,1,1,1,2,2,1,2,3, , , ,2,2,2,2,3,2,2,4,4,3, , ,2,3,2,2,2,1,2,4,2,2,3,2,1,1,1,1,1,2,2,5,3,1,1,99,99,1,3,1,2,1.2003423261
201801143393,1,9,2,1,1,2,2,1,1, ,2,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,3,2,3,3,3,2,1, , , ,2,3,1, , , ,2,3,2,2,3,3,2,2,2,3,3,2,1,4,1,2, ,2,1,4,2,3,5,5,5,5,5,5,5,3,2,8,1,1,2, , , , ,2,1,1,2,3, , , , , , , ,1,1,1,1,1,1,4,4,4,1, , ,2,1,1,1,2,1,2,2,2,3,2,2,1,1,1,1,2,12, ,5,2, ,2,5,2,1,3,1,1,.23673294
201801143651,1,9,1,1,1,2,2,1,3,2, ,2,3,2, , , , , ,2,99,1,99,1,3,3,2,3,2,2,2,1, , , , , , , , ,1,1, , , , ,1,2,1, , , ,2,2,2,2,3,3,3,3,3,2,3,3,2,1, ,1,1,5,5,5,2,3,5,5,4,5,1,2,3,99, ,99,1,2,2,2, , , , ,3, , , , ,3,1,2, , , ,2,4,3,3,4,4,4,3,2, , ,2,2,2,1,2,2,2,1,6,2,1,1,4,1,1,12, ,6,3,1,1,3,3,3,5,1,2,2.057527877
201801143722,3,9,1,1,2,2,2,1,2,2, ,3,3,1,3,3,4,2, ,2,2,1,2,2,1,2,2,3,3,3,2,2, , , , , , , , ,3,2,3, , , ,2,2,3, , , ,2,4, , ,3,3,3,3,4,3,3,3,2,3, ,1,4,5,2,4,5,5,1,5,5,5,3,2,6,1,1,2,2,2,1,1, , , , ,2,2,1,3,2,1,3,1, , , ,2,2,2,2,4,4,2,1,2, , ,2,2,2,1,2,4,2,2,3,2,1,1,1,1,3,2,2,5,1, ,1,3,3,1,2,1,2,.6805289723
201801143873,2,9,2,1,1,1,1,1,3, ,2,2,3,1,2,2,2, ,1,1,1,1,1,5, , , , , , , , ,4,4,1,3,3,3,2,2, , , ,1,3,1, , , ,1,2,1,1,3,2,1,2,3,4,3,2,3,2,3,2, ,1,1,4,2,1,1,5,3,1,3,1,5,9,1, ,1,1,2, , , , ,1,1,1,1,3, , , , , , , ,1,3,2,2,1,1,1,4,4,4, , ,2,2,2,2,2,1,2,1,1,3,2,2,1,1,1,1,6,10, ,5,4,1,1,6,2,2,2,1,1,1.4842491009
201801143877,1,9,2,2,2,1,1,1,3, ,2,3,3,2, , , , , ,1,2,1,2,2, , , , , , , , ,1,4,3,4,4,3,2,2, , , ,2,3,2, , , ,2,2,2,4,4, , ,2,3,3,3,3,3,4,2,4, ,2,1,5,2,1,5,5,3,1,3,5,1,7,2,6,1,1,1, , , , ,2,1,1,1,2,3,2,3,2, , , ,3,2,2,2,2,2,2,3,3,3, , ,3,3,2,2,2,1,2,2,1,1,5,2,1,1,1,2,6,10, ,5,4,1,1,6,2, ,3,1,2,.6405592252
201801143900,2,9,1,2,2,1,1,1,1,2, ,2,2,2, , , , , ,2,2,1,2,1,2,2,1,3,3,2,2,2, , , , , , , , ,2,1,1, , , ,2,2,2, , , ,2,3,2,2,3,3,3,3,3,2,2,2,3,1, ,1,4,2,1,1,5,3,1,3,1,4,9,1, ,1,2,2,2,1,1,1, , , , ,2,1,1,2,2,2,2,2, , , ,1,2,2,3,3,3,3,2,2, , ,1,2,2,1,2,3,2,1,5,1,1,3,1,1,3,5, ,4,2, ,2,8,1,1,4,1,1,.4393138799
201801143961,3,9,1,2,2,2,2,0, , , ,2,1,2, , , , , ,2,2,2,2,0,1,4,1,2,3,3,2,1, , , , , , , , ,1,2, , , , , ,3,3, , , ,2,4, , ,3,3,4,3,3,3,4,3,3,1, ,1,4,2,5,5,5,3,1,3,1,1,8,1, ,1,1,2,1,1,1,1, , , , ,2,3,1,4,3,2,2,2, , , ,1,2,2,2,4,4,4,3,2, , ,2,2,2,1,2,2,1,1,5,2,1,1,1,1,6,2,2,6,3,2,2,6,2,1,3,1,2,1.2576810164
201801143964,1,9,1,1,1,2,2,1,2,2, ,2,2,1,2,2,3,2, ,2,2,1,2,2,3,3,2,2,2,3,2,2, , , , , , , , ,3,2,3, , , ,2,2,2, , , ,3,3,3,2,2,2,2,2,2,2,3,2,2,3, ,1,4,2,1,4,5,4,1,3,3,5,6,2,6,1,1,2,2,2,2,1, , , , ,2,2,2,2,3,3,2,3, , , ,1,2,2,2,3,3,2,1,2, , ,2,2,2,1,2,2,2,3,2,2,1,1,1,1,1,2,2,4,1, ,1,6,2,1,2,1,2,.824467073
201801144006,1,9,2,1,2,2,2,1,2, ,1,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,3,3,4,4,4,1,2, , , ,1,3,2, , , ,2,3,2,1,4, , ,4,2,4,3,4,4,4,4,4, ,2,2,4,2,2,5,5,5,5,5,5,5,3,2,3,1,1,2, , , , ,2,1,2,1,2,2,2,2,3, , , ,2,2,2,3, , , , , , , , , , ,2,2,2,1,2,4,2,3,2,2,1,1,1,1,1,1,2,5,3,1,1,3,3,1,1,1,1,.6110631635
201801144075,1,9,1,1,2,2,2,1,3,99, ,2,1,2, , , , , ,1,2,2,2,1,2,2,1,4,3,3,2,2, , , , , , , , ,1,1, , , , ,2,2,2, , , ,3,4, , ,3,3,4,3,4,2,4,2,3,1, ,1,4,2,99,1,1,5,1,5,1,5,5,2,1,1,1,2,1,1,1,1, , , , ,2,1,1,4,2,1,1,1, , , ,1,1,2,2,2,1,1,1,1, , ,2,2,2,1,2,4,1,2,3,2,1,1,1,1,1,2,2,6,3,1,1,8,1,1,2,1,1,1.3220586216
